timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu,y, clocks.current.memory [MHz],,
19:55.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.8,59,2490, 8001 MHz,,
19:56.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.59,59,2490, 8001 MHz,,
19:57.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.55,60,2490, 8001 MHz,,
19:58.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,31.36,61,2490, 8001 MHz,,
19:59.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,36.55,59,2490, 8001 MHz,,
20:00.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,32.39,59,2490, 8001 MHz,,
20:01.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,31.69,60,2490, 8001 MHz,,
20:02.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,31.55,60,2490, 8001 MHz,,
20:03.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,31.5,59,2490, 8001 MHz,,
20:04.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,31.42,59,2490, 8001 MHz,,
20:05.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,31.45,60,2490, 8001 MHz,,
20:06.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,31.4,59,2490, 8001 MHz,,
20:07.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,31.36,61,2490, 8001 MHz,,
20:08.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.53,59,2490, 8001 MHz,,
20:09.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.58,61,2490, 8001 MHz,,
20:10.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.55,59,2490, 8001 MHz,,
20:11.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.82,59,2490, 8001 MHz,,
20:12.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.96,59,2490, 8001 MHz,,
20:13.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.55,59,2490, 8001 MHz,,
20:14.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.57,59,2490, 8001 MHz,,
20:15.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.83,59,2490, 8001 MHz,,
20:16.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.81,59,2490, 8001 MHz,,
20:17.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.77,59,2490, 8001 MHz,,
20:18.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.78,59,2490, 8001 MHz,,
20:19.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.78,59,2490, 8001 MHz,,
20:20.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.51,59,2490, 8001 MHz,,
20:21.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.53,59,2490, 8001 MHz,,
20:22.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.83,59,2490, 8001 MHz,,
20:23.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.77,59,2490, 8001 MHz,,
20:24.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.78,58,2490, 8001 MHz,,
20:25.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.49,59,2490, 8001 MHz,,
20:26.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,31.04,59,2490, 8001 MHz,,
20:27.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.37,59,2490, 8001 MHz,,
20:28.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.24,59,2490, 8001 MHz,,
20:29.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.28,59,2490, 8001 MHz,,
20:30.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.21,59,2490, 8001 MHz,,
20:31.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.2,59,2490, 8001 MHz,,
20:32.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.75,59,2490, 8001 MHz,,
20:33.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.69,59,2490, 8001 MHz,,
20:34.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.65,59,2490, 8001 MHz,,
20:35.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.65,59,2490, 8001 MHz,,
20:36.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.88,59,2490, 8001 MHz,,
20:37.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.8,59,2490, 8001 MHz,,
20:38.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.9,59,2490, 8001 MHz,,
20:39.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.3,59,2490, 8001 MHz,,
20:40.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 1697 MiB, 8188 MiB,42.66,60,2490, 8001 MHz,,
20:41.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.22,61,2490, 8001 MHz,,
20:42.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.21,61,2490, 8001 MHz,,
20:43.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.47,61,2490, 8001 MHz,,
20:44.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 1697 MiB, 8188 MiB,36.38,60,2490, 8001 MHz,,
20:45.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 1697 MiB, 8188 MiB,36.68,60,2490, 8001 MHz,,
20:46.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.11,59,2490, 8001 MHz,,
20:47.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,32.54,60,2490, 8001 MHz,,
20:48.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,36.35,60,2490, 8001 MHz,,
20:49.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,32.53,60,2490, 8001 MHz,,
20:50.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,39.92,61,2490, 8001 MHz,,
20:51.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.46,60,2490, 8001 MHz,,
20:52.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.4,60,2490, 8001 MHz,,
20:53.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.4,61,2490, 8001 MHz,,
20:54.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 1697 MiB, 8188 MiB,30.67,60,2490, 8001 MHz,,
20:55.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 1697 MiB, 8188 MiB,30.69,60,2490, 8001 MHz,,
20:56.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.7,60,2490, 8001 MHz,,
20:57.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.94,60,2490, 8001 MHz,,
20:58.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 1697 MiB, 8188 MiB,31.8,60,2490, 8001 MHz,,
20:59.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 1697 MiB, 8188 MiB,36.57,60,2490, 8001 MHz,,
21:00.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.31,60,2490, 8001 MHz,,
21:01.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.87,59,2490, 8001 MHz,,
21:02.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,31.08,59,2490, 8001 MHz,,
21:03.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.76,60,2490, 8001 MHz,,
21:04.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.79,59,2490, 8001 MHz,,
21:05.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.8,59,2490, 8001 MHz,,
21:06.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.83,60,2490, 8001 MHz,,
21:07.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.05,62,2490, 8001 MHz,,
21:08.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.85,59,2490, 8001 MHz,,
21:09.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.86,59,2490, 8001 MHz,,
21:10.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.83,59,2490, 8001 MHz,,
21:11.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.87,59,2490, 8001 MHz,,
21:12.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.88,59,2490, 8001 MHz,,
21:13.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.92,59,2490, 8001 MHz,,
21:14.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.94,59,2490, 8001 MHz,,
21:15.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.87,59,2490, 8001 MHz,,
21:16.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.88,59,2490, 8001 MHz,,
21:17.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.9,62,2490, 8001 MHz,,
21:18.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.29,60,2490, 8001 MHz,,
21:19.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.51,59,2490, 8001 MHz,,
21:20.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30,59,2490, 8001 MHz,,
21:21.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.82,59,2490, 8001 MHz,,
21:22.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.8,59,2490, 8001 MHz,,
21:23.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.73,59,2490, 8001 MHz,,
21:24.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.21,60,2490, 8001 MHz,,
21:25.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.24,63,2490, 8001 MHz,,
21:26.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.23,60,2490, 8001 MHz,,
21:27.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.44,60,2490, 8001 MHz,,
21:28.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,32.86,60,2490, 8001 MHz,,
21:29.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.43,60,2490, 8001 MHz,,
21:30.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.26,60,2490, 8001 MHz,,
21:31.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,32.37,60,2490, 8001 MHz,,
21:32.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.02,59,2490, 8001 MHz,,
21:33.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.71,60,2490, 8001 MHz,,
21:34.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.71,60,2490, 8001 MHz,,
21:35.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.71,59,2490, 8001 MHz,,
21:36.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.67,60,2490, 8001 MHz,,
21:37.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.97,59,2490, 8001 MHz,,
21:38.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.68,60,2490, 8001 MHz,,
21:39.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.91,59,2490, 8001 MHz,,
21:40.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.56,60,2490, 8001 MHz,,
21:41.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.19,59,2490, 8001 MHz,,
21:42.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.63,60,2490, 8001 MHz,,
21:43.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.03,59,2490, 8001 MHz,,
21:44.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.61,60,2490, 8001 MHz,,
21:45.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.27,59,2490, 8001 MHz,,
21:46.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.6,60,2490, 8001 MHz,,
21:47.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.63,59,2490, 8001 MHz,,
21:48.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.31,61,2490, 8001 MHz,,
21:49.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.59,59,2490, 8001 MHz,,
21:50.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.84,59,2490, 8001 MHz,,
21:51.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.57,59,2490, 8001 MHz,,
21:52.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.82,59,2490, 8001 MHz,,
21:53.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.55,60,2490, 8001 MHz,,
21:54.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.81,59,2490, 8001 MHz,,
21:55.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,35.78,61,2490, 8001 MHz,,
21:56.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.42,59,2490, 8001 MHz,,
21:57.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.05,59,2490, 8001 MHz,,
21:58.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,27.87,60,2490, 8001 MHz,,
21:59.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,32.21,61,2490, 8001 MHz,,
22:00.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.08,60,2490, 8001 MHz,,
22:01.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.25,60,2490, 8001 MHz,,
22:02.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.59,60,2490, 8001 MHz,,
22:03.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.71,60,2490, 8001 MHz,,
22:04.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.65,59,2490, 8001 MHz,,
22:05.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.57,60,2490, 8001 MHz,,
22:07.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.55,61,2490, 8001 MHz,,
22:08.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.52,59,2490, 8001 MHz,,
22:09.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.01,60,2490, 8001 MHz,,
22:10.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.89,60,2490, 8001 MHz,,
22:11.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.08,59,2490, 8001 MHz,,
22:12.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.56,60,2490, 8001 MHz,,
22:13.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.83,59,2490, 8001 MHz,,
22:14.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.49,59,2490, 8001 MHz,,
22:15.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.61,59,2490, 8001 MHz,,
22:16.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.83,59,2490, 8001 MHz,,
22:17.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.54,60,2490, 8001 MHz,,
22:18.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.83,59,2490, 8001 MHz,,
22:19.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.58,60,2490, 8001 MHz,,
22:20.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.86,59,2490, 8001 MHz,,
22:21.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.51,59,2490, 8001 MHz,,
22:22.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,27.78,60,2490, 8001 MHz,,
22:23.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.26,60,2490, 8001 MHz,,
22:24.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.8,60,2490, 8001 MHz,,
22:25.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.53,60,2490, 8001 MHz,,
22:26.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,32.42,60,2490, 8001 MHz,,
22:27.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,37.12,62,2490, 8001 MHz,,
22:28.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,33.27,60,2490, 8001 MHz,,
22:29.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.64,61,2490, 8001 MHz,,
22:30.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.14,60,2490, 8001 MHz,,
22:31.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.19,60,2490, 8001 MHz,,
22:32.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.63,60,2490, 8001 MHz,,
22:33.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.65,60,2490, 8001 MHz,,
22:34.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.63,61,2490, 8001 MHz,,
22:35.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.3,60,2490, 8001 MHz,,
22:36.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.61,60,2490, 8001 MHz,,
22:37.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.86,60,2490, 8001 MHz,,
22:38.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.58,62,2490, 8001 MHz,,
22:39.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.61,60,2490, 8001 MHz,,
22:40.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.2,60,2490, 8001 MHz,,
22:41.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.59,60,2490, 8001 MHz,,
22:42.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.88,60,2490, 8001 MHz,,
22:43.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.65,60,2490, 8001 MHz,,
22:44.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.9,60,2490, 8001 MHz,,
22:45.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.63,60,2490, 8001 MHz,,
22:46.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.91,60,2490, 8001 MHz,,
22:47.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.65,60,2490, 8001 MHz,,
22:48.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.94,60,2490, 8001 MHz,,
22:49.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.65,60,2490, 8001 MHz,,
22:50.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.94,60,2490, 8001 MHz,,
22:51.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.63,60,2490, 8001 MHz,,
22:52.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.91,60,2490, 8001 MHz,,
22:53.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.61,61,2490, 8001 MHz,,
22:54.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.55,60,2490, 8001 MHz,,
22:55.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.63,62,2490, 8001 MHz,,
22:56.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.67,60,2490, 8001 MHz,,
22:57.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.65,60,2490, 8001 MHz,,
22:58.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.61,60,2490, 8001 MHz,,
22:59.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,33.47,60,2490, 8001 MHz,,
23:00.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.16,60,2490, 8001 MHz,,
23:01.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.14,60,2490, 8001 MHz,,
23:02.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.63,60,2490, 8001 MHz,,
23:03.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.88,60,2490, 8001 MHz,,
23:04.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.58,60,2490, 8001 MHz,,
23:05.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.57,60,2490, 8001 MHz,,
23:06.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.8,60,2490, 8001 MHz,,
23:07.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.51,60,2490, 8001 MHz,,
23:08.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.8,60,2490, 8001 MHz,,
